index,model_id,category,super-category
8509,7086b5aa-6c59-4717-8484-5357dffdf3fa,Ceiling Lamp,Lighting
8510,7088299b-c3fc-452d-83ca-f5690d5e0a5b,Desk,Table
8511,708a1e91-8d63-4426-a6ef-d64218fb4bf0,Wine Cabinet,Cabinet/Shelf/Desk
8512,708a73d5-bbcc-418b-8c1f-b5812fb26b72,Bed Frame,Bed
8513,7092385b-fd04-43af-9268-47e8be56564e,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
8514,709bb15d-00a9-4da6-9f92-e18e9391a525,Nightstand,Cabinet/Shelf/Desk
8515,709e101f-390e-4bd0-9f43-fd1689c834fd,Three-Seat / Multi-seat Sofa,Sofa
8516,70a2f341-4e27-49b4-9274-8155f7ca27a7,Floor Lamp,Lighting
8517,70a3f3d3-f08c-41da-9e06-792470b900ff,Three-Seat / Multi-person sofa,Sofa
8518,70a7ba8f-0dfb-4690-8915-efb66271c776,Kids Bed,Bed
8519,70a8fbee-b7d5-4ccf-85fb-5cc24f72bd0b,King-size Bed,Bed
8520,70b0dd2d-79b3-416e-88e2-49f2eda5a75f,Pendant Lamp,Lighting
8521,70b2249c-626f-4ff1-8622-8a373079fb90,Coffee Table,Cabinet/Shelf/Desk
8522,70b242c0-af2e-4303-ac07-c70c0a7ba7ea,Lounge Chair / Cafe Chair / Office Chair,Chair
8523,70b30bb6-d938-4874-9aff-a7298c604d21,Round End Table,Cabinet/Shelf/Desk
8524,70b47a80-458d-423c-864a-4d21924570e0,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8525,70b85202-1ead-30c9-a687-1013a0f0e452,Desk,Table
8526,70bfd2f5-3ab1-4876-9d2e-9a7d151bc657,Pendant Lamp,Lighting
8527,70c26717-1ae3-4d42-9b2f-a808574cbcdf,Wardrobe,Cabinet/Shelf/Desk
8528,70c8a0f7-6c69-4a7c-addf-d4ebc60c4634,Barstool,Chair
8529,70d86152-44cd-4498-803e-077dcc75ca93,Desk,Table
8530,70d94e78-34cc-4074-94ad-ea0a12e642eb,Three-Seat / Multi-person sofa,Sofa
8531,70dd0970-aa27-4365-b15b-a4f60cedbeee,Coffee Table,Cabinet/Shelf/Desk
8532,70e2459b-41a9-38c2-81a1-efc9e7e76dfd,Three-Seat / Multi-seat Sofa,Sofa
8533,70e6bdde-3c7e-4561-b775-c0fdf72d837d,Lazy Sofa,Sofa
8534,70f3d11d-a240-43cc-afe6-8b641a6d9823,Wardrobe,Cabinet/Shelf/Desk
8535,70f49095-cc81-45e0-8892-a3a246502fde,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8536,70f67b2d-4baa-43c8-82cf-1165a00973c7,L-shaped Sofa,Sofa
8537,70f6ab3d-7f2c-4c20-b28a-43c9402996dc,Folding chair,Chair
8538,70fb47a9-3173-4d04-9d7d-f79da172a999,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8539,70fd4e9a-9192-404b-b5a5-eab8bb7721c2,,Others
8540,70ff871c-77af-4e48-974e-6fb4244a943e,Lounge Chair / Cafe Chair / Office Chair,Chair
8541,71000c3a-43b7-46f2-a818-730d760acd8e,Pendant Lamp,Lighting
8542,71002b0a-46a7-4a33-81ec-2e45cb920e38,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
8543,710163bd-fdf3-4ca6-8b8f-1ebf70cc1d9c,Ceiling Lamp,Lighting
8544,71034cf5-ee15-4a0a-9dd3-9927ca3a100a,,Others
8545,71049fce-e754-474e-9e88-7e0c5eb5fc50,Single bed,Bed
8546,7106c8f3-23d0-4528-93f6-9a162c6105be,Coffee Table,Cabinet/Shelf/Desk
8547,71088ccb-a42d-49e2-afc4-d7640c5941fc,Ceiling Lamp,Lighting
8548,710ac4e9-9853-435a-b33d-3bed1f999957,Ceiling Lamp,Lighting
8549,710f4b97-34d9-48d1-b8a3-f880725f28bf,armchair,Sofa
8550,7111004b-23cb-41f1-bf0e-0f8aee195967,Three-Seat / Multi-seat Sofa,Sofa
8551,71171323-ef17-4848-9399-fae767b8dee8,Floor Lamp,Lighting
8552,71174257-5189-4bf6-b9ae-f9633c357fe4,Dressing Table,Table
8553,7118044d-9e08-4d01-b30d-d25a624c4b1f,Dining Table,Table
8554,711916a2-c204-340e-ab97-72101593b89e,Barstool,Chair
8555,7124c2c2-f551-4f3d-9875-8c0ad41f8271,Coffee Table,Cabinet/Shelf/Desk
8556,71255f80-7280-3555-a566-a1076389c3dc,Desk,Table
8557,71291334-8c4d-4f17-a251-777a63d6b194,,Others
8558,712afca7-a486-4ae6-b2f1-923513f2ebaf,TV Stand,Cabinet/Shelf/Desk
8559,712b4d3c-cabb-4c5c-90d2-6222563786e8,Desk,Table
8560,713059bb-b8b8-408a-9374-038df1deb3e2,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
8561,7130b8ad-e98d-438b-bc75-a81ad004d4bf,Loveseat Sofa,Sofa
8562,713133f5-3651-4255-93c8-46459194bbff,Pendant Lamp,Lighting
8563,71324789-d08c-4cd2-9916-8d97913b0944,Loveseat Sofa,Sofa
8564,713e6d30-caf2-451c-b4eb-8edc4486d27f,Desk,Table
8565,713f01d7-8366-4bc8-89b6-1212da08663b,TV Stand,Cabinet/Shelf/Desk
8566,7144f0b0-660e-4451-887d-da8f2285c28b,armchair,Sofa
8567,7145f234-af1b-4100-873a-1301b8faf77d,L-shaped Sofa,Sofa
8568,714aa1d0-fda6-38fe-8971-2bf341bd9481,Dining Table,Table
8569,714aedb4-4ed8-4ee1-a8be-cffd3dfdb290,Children Cabinet,Cabinet/Shelf/Desk
8570,714d9c1d-4274-49da-9637-49ee08455dc5,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
8571,71507924-b2b4-4cf7-ad97-7c442f8d58af,Round End Table,Cabinet/Shelf/Desk
8572,7152d3d7-463f-4e37-8419-ac72418e3de2,Three-Seat / Multi-seat Sofa,Sofa
8573,71590a01-e0f2-4877-bc92-8a1088bf4a74,Corner/Side Table,Cabinet/Shelf/Desk
8574,715dbb68-50b3-48ad-81b7-03177b7015a1,TV Stand,Cabinet/Shelf/Desk
8575,71603562-b3ac-4bfc-b3f9-00e4df228eb5,Lounge Chair / Book-chair / Computer Chair,Chair
8576,716095f2-ff1e-4af3-8949-2880879a37a4,Footstool / Sofastool / Bed End Stool / Stool,Sofa
8577,71657d68-66d6-4b5a-81a5-4571f2e8b8b8,Sideboard / Side Cabinet / Console,Cabinet/Shelf/Desk
8578,71665aa7-5aae-4f25-bb3d-1fecd0cebc84,Bed Frame,Bed
8579,71677d07-c6a9-4b1c-95d8-72b60a2435ee,Loveseat Sofa,Sofa
8580,71685264-4807-49f5-9108-1d5a5e2bacec,King-size Bed,Bed
8581,7172f7ad-e570-49a6-bc91-9c70ba0c3574,,Others
8582,7179289a-666d-40a9-bf9c-65047236f5a5,Coffee Table,Cabinet/Shelf/Desk
8583,717cb342-9948-41e2-bd4a-7e7ac2097478,Wardrobe,Cabinet/Shelf/Desk
8584,717d38b7-f5f3-4db1-9f92-1e8ccbf91286,Lounge Chair / Book-chair / Computer Chair,Chair
8585,71808838-f84b-4a85-a6e6-efff89daa429,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
8586,71823f22-9b53-49c2-8708-fa7c89dde14f,Bed Frame,Bed
8587,71864d22-bea3-44e8-b195-113ed68d2066,Corner/Side Table,Cabinet/Shelf/Desk
8588,718d3c86-4d20-4376-ae91-c497e482c722,Bed Frame,Bed
8589,7190b61b-985f-455b-91d9-cfba4fd7c2f3,Barstool,Chair
8590,7191996d-fa91-41f5-876b-4c3075fddd3f,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
8591,71927f8d-990d-4fb0-a1a9-861d97bc4d67,Shelf,Cabinet/Shelf/Desk
8592,7197b946-9549-4df7-a0fd-5b89f1cc09f4,Lounge Chair / Cafe Chair / Office Chair,Chair
8593,71997917-b065-440d-baee-5e5393e97001,Three-Seat / Multi-seat Sofa,Sofa
8594,719b6e52-d85e-4e4e-ae53-cafedfd2ab15,Three-Seat / Multi-seat Sofa,Sofa
8595,719c921d-a006-3c51-abe7-cead867a78c9,Dining Table,Table
8596,719d16f2-dfb6-450a-94b7-258a63109d7f,Nightstand,Cabinet/Shelf/Desk
8597,719e550a-d7e7-4a73-b6b4-97218ed5e6c5,Lounge Chair / Cafe Chair / Office Chair,Chair
8598,71a24a70-356a-41ab-a371-4d761791edb7,Lazy Sofa,Sofa
8599,71a4d3f2-a09c-44ff-9b63-9f0f70098c5f,Coffee Table,Cabinet/Shelf/Desk
8600,71ab8f57-0cf2-4efb-83bd-6d87258622a6,Floor Lamp,Lighting
8601,71b110a5-4ea0-42b5-afc8-5446c6e28d83,Barstool,Chair
8602,71bff38d-42e6-46f1-994f-6b6ed3c21fd6,Three-Seat / Multi-seat Sofa,Sofa
8603,71c3e129-c219-472e-9383-855c1f0c9c3b,,Others
8604,71c4791c-25f1-4fa7-ba4c-0287c9dd81ad,King-size Bed,Bed
8605,71c821a0-41bd-425f-9311-c689a7d1528f,Classic Chinese Chair,Chair
8606,71cab17f-bef2-45d9-834c-f83ded9a78ba,Nightstand,Cabinet/Shelf/Desk
8607,71cab400-8371-3677-915a-fc03f86c10d1,Dining Chair,Chair
8608,71cae2e2-a584-4adc-88da-e0d67c85ca60,Pendant Lamp,Lighting
8609,71cc5c99-c363-4782-b7ff-2faf45de6af8,Single bed,Bed
8610,71d16783-a454-45b5-b1e6-0d99e84b90b0,,Others
8611,71d1a9f8-ee3a-4a5f-89d8-d08c12a75f78,Three-Seat / Multi-seat Sofa,Sofa
8612,71dd5d19-9ab3-43b3-af45-e7b7cd112bb7,Loveseat Sofa,Sofa
8613,71e3dc3f-49d2-4de3-8f15-446de8283aba,Corner/Side Table,Cabinet/Shelf/Desk
8614,71e4633d-d69b-4392-a673-c8688110619d,Ceiling Lamp,Lighting
8615,71eb55bb-b50f-436e-aba5-a25504574d49,King-size Bed,Bed
8616,71eca80e-ba2f-40bc-baf0-f3a1de58a375,Barstool,Chair
8617,71f2fc44-a558-4633-88d0-52c66519b966,Three-Seat / Multi-seat Sofa,Sofa
8618,71f48ed3-c9a2-4775-81f1-0561356178ad,Three-Seat / Multi-seat Sofa,Sofa
8619,71fbdc29-958b-4021-84eb-f8ed917391db,Coffee Table,Cabinet/Shelf/Desk
8620,71ffa3a7-4235-4b4a-a615-2656fca6f860,Loveseat Sofa,Sofa
8621,7200c9a9-0ef1-40a0-b9ab-6773f2d34a81,L-shaped Sofa,Sofa
8622,72025cdb-7e0f-4e71-b5f8-d040817c25ec,Pendant Lamp,Lighting
8623,7204b5f7-8e5c-3109-b2d7-3ab9ad647463,Dining Table,Table
8624,7208ef4a-b03c-4dcc-8288-caafbad029cf,,Others
8625,720e59cc-7787-4b35-a6cd-deb78a73cc99,Single bed,Bed
8626,7210071b-c7e0-4d28-b920-fc6f1631c97e,King-size Bed,Bed
8627,72111125-c726-3c88-85b7-5935724b5f97,Lounge Chair / Cafe Chair / Office Chair,Chair
8628,721a0603-b263-4ccf-ac30-49de51a4deea,Barstool,Chair
8629,721c1985-6017-41c2-ae20-2f505d95a42b,,Others
8630,721e77a9-4514-4c07-bbf4-2529d7311c1a,,Others
8631,7220b2ab-ede5-4ec9-8770-fbf7d5ad71a9,L-shaped Sofa,Sofa
8632,7226914f-0af2-4bae-8722-e591c071a249,Ceiling Lamp,Lighting
8633,722a8383-3ad7-4344-b2be-ebf1dd12f451,Dining Table,Table
8634,722b9d7c-1fb1-41d8-9c10-6cda015b43cd,Pendant Lamp,Lighting
8635,722c09e2-9786-417a-8f47-104259cc8840,King-size Bed,Bed
8636,72366b16-480d-4a80-ad7b-e70801f44b0d,Children Cabinet,Cabinet/Shelf/Desk
8637,72436392-4e6c-3a01-952a-eae941071c98,Three-Seat / Multi-seat Sofa,Sofa
8638,7245092f-2809-4805-8aca-44ab393c3c86,Coffee Table,Cabinet/Shelf/Desk
8639,7246fc9d-1c74-4f70-b4dd-feb12bd62c6c,Three-Seat / Multi-seat Sofa,Sofa
8640,724a8ba8-4ca7-48f9-8f27-c8c30585aea2,Lounge Chair / Book-chair / Computer Chair,Chair
8641,724dcd85-cc10-48b4-b208-bf8d6afa81ee,,Others
8642,725133ce-f094-4865-bd8a-5a5a5851efa0,,Others
8643,72515017-0d10-4cb5-894a-0ccaae2dc1a7,,Others
8644,7257ba58-dad7-4afe-9d73-6895af362970,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
8645,725b5283-33c2-44c2-a0f8-628e3621e9a0,Dining Table,Table
8646,725c06eb-411e-4f33-bf85-12c8abc37a0d,Three-Seat / Multi-seat Sofa,Sofa
8647,725ce92d-a851-48b9-964b-f1bad8fc8307,King-size Bed,Bed
8648,72607539-3ba6-480c-93ff-bf7ff3eb8a20,Ceiling Lamp,Lighting
8649,7263daca-c300-44c3-b40e-d1c2d434e9c3,,Others
8650,72703d8c-0025-44e1-8cb4-7c6c8729d545,,Others
8651,72738488-ee91-37af-aab1-39f9caee2993,Dining Table,Table
8652,727667c6-6f37-40a5-abfc-4ead9567ba8c,Tea Table,Cabinet/Shelf/Desk
8653,727a59d9-8a55-4f5e-ae3c-55ef1f7adc79,King-size Bed,Bed
8654,7281cdef-1185-440c-8465-3e1052043ca6,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8655,72831d93-f316-48c1-8d26-da7ed890cc50,Desk,Table
8656,7285d530-e691-4c97-9880-33537b0b2657,Sideboard / Side Cabinet / Console,Cabinet/Shelf/Desk
8657,72873f4b-0cb4-41d4-9700-062ff52f545e,Bed Frame,Bed
8658,728b2ef4-01aa-30e0-83e8-571e4ea6cc8a,Dining Chair,Chair
8659,728ec296-ba09-4446-84d4-719c566424be,,Others
8660,72949b0e-907c-4872-b208-489e8b47da76,Pendant Lamp,Lighting
8661,729501c0-c1dd-4c6b-b30b-800168876791,Pendant Lamp,Lighting
8662,7295403f-5ae8-4e04-b687-8e3779ac41b7,Dining Chair,Chair
8663,729809f2-2c62-4f9e-b922-24bfa6957a51,TV Stand,Cabinet/Shelf/Desk
8664,729a0bf7-9d4a-4ccc-9363-e6a664f94b74,Wardrobe,Cabinet/Shelf/Desk
8665,729cb450-34d4-4ab0-ac94-e7279f07c31e,Barstool,Chair
8666,72a0311c-8b84-48ee-96d8-8e8d3a125c3b,Dining Table,Table
8667,72a03ffa-697e-39e3-99d7-b232ddb53e2b,Loveseat Sofa,Sofa
8668,72a46f53-f5aa-48e6-8ba8-0ad7a3beb890,Desk,Table
8669,72a765a8-ebb5-4b01-898b-95dbf84dfc15,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
8670,72a8fbb3-35f9-42f6-b46a-41677383bd8e,Round End Table,Cabinet/Shelf/Desk
8671,72ae3992-e1e6-47fc-b7b2-7123d234084a,Barstool,Chair
8672,72bfeae7-61de-4129-b9ef-1f23b912ab5d,Coffee Table,Cabinet/Shelf/Desk
8673,72c0dd85-07f6-4e72-b215-ba47cea35c1d,Dining Table,Table
8674,72c3986e-aad3-410b-a3a0-2226c9dc2e67,,Others
8675,72c699a6-53c6-4b0d-b430-e14f2e15ff91,Kids Bed,Bed
8676,72c6fd92-dedb-486f-9935-94c3fb161d86,,Others
8677,72ca922d-e401-4d46-8efb-4a753da1c6b6,Nightstand,Cabinet/Shelf/Desk
8678,72cbc11b-58df-4ca3-8961-d271f55dbe33,,Others
8679,72ccb288-b208-306e-bb02-0f0ca9ea5cd1,Three-Seat / Multi-seat Sofa,Sofa
8680,72cddb5d-d8bb-4e45-b86f-dbb44374319b,Three-Seat / Multi-seat Sofa,Sofa
8681,72ceae36-37b8-4b8d-9549-ceea4b653229,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8682,72d524a0-4ea5-36bf-9965-2b0ef48aefda,Dining Chair,Chair
8683,72db2b25-9bf3-4c97-9fe7-dfd96dbb833d,Loveseat Sofa,Sofa
8684,72dccd01-4f58-410d-8c6f-987f39356749,Lounge Chair / Cafe Chair / Office Chair,Chair
8685,72de87bb-1ea9-401b-be22-398f777a6c6b,Lounge Chair / Cafe Chair / Office Chair,Chair
8686,72df2a49-425e-41f6-a65c-6d8514f4bff2,Nightstand,Cabinet/Shelf/Desk
8687,72e08436-c969-414b-ad6e-d3eba114220b,Ceiling Lamp,Lighting
8688,72e51366-6820-4e8c-aa7f-6db167dbfd4d,U-shaped Sofa,Sofa
8689,72e91db5-e92d-4e24-a96d-73f957cb822e,armchair,Sofa
8690,72eafb54-7c4a-4b8d-922c-7a0418d43570,Corner/Side Table,Cabinet/Shelf/Desk
8691,72ef43f5-ea82-43b4-81c9-11f713843d8e,Dining Table,Table
8692,72ef73cc-1d89-449d-8651-227bf4012d31,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8693,72f09fc2-7f0e-44b6-9c60-f5bd9161696c,Barstool,Chair
8694,72f0d68b-a9c1-4b86-8851-e837ecc35903,L-shaped Sofa,Sofa
8695,72f5dd06-06c1-4b7f-8d4b-ad557641b619,King-size Bed,Bed
8696,72f936c3-d1f8-4845-b178-b5878c9ad5d9,,Others
8697,72faa6ff-caa5-4036-94b0-b18d220fd65c,Lounge Chair / Cafe Chair / Office Chair,Chair
8698,7300d786-565f-4a84-84e3-fc4a12ac2238,Coffee Table,Cabinet/Shelf/Desk
8699,73056f69-1900-4ca5-923b-d617ba47a927,Bed Frame,Bed
8700,730fce7c-d12f-458a-9b9c-f754a830080d,armchair,Sofa
8701,731509fc-6200-47cd-9e69-5d8ef55c3f8b,Loveseat Sofa,Sofa
8702,731f0c77-d586-48bc-bd80-562fd7bf2840,Bunk Bed,Bed
8703,732191c5-9236-452c-a02c-6cb63f1e2fd3,King-size Bed,Bed
8704,7322fdc9-34f6-40f6-972e-aad5b09e61dd,Nightstand,Cabinet/Shelf/Desk
8705,7323940a-859f-42f8-9747-f70107614c63,armchair,Sofa
8706,73253ad0-46af-4c21-a9d1-bf507e772b5a,Sideboard / Side Cabinet / Console,Cabinet/Shelf/Desk
8707,73254188-802f-44ad-b62d-683bbe0b10b2,Sideboard / Side Cabinet / Console Table,Table
8708,732927dc-a64a-460f-a4c6-705dc31df0c6,Lounge Chair / Book-chair / Computer Chair,Chair
8709,732c16d6-712a-4ecc-8354-ec72c19334f1,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8710,732f3a72-7536-446d-b765-e96d99ac8e94,Dining Table,Table
8711,733121d8-f413-3a27-8b33-6b2732527389,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
8712,7337b046-99ed-4320-b0f5-6c5076fc2e46,Wardrobe,Cabinet/Shelf/Desk
8713,733832f7-e5d8-4580-b8eb-d20c6ad02217,TV Stand,Cabinet/Shelf/Desk
8714,733a042a-fe2c-48bf-96e8-9b9b94e286b4,Corner/Side Table,Cabinet/Shelf/Desk
8715,733bb76f-3a35-39f7-95c0-c89f678d0955,Three-Seat / Multi-seat Sofa,Sofa
8716,733bdc73-7161-40c6-a4e7-85b173b913cc,Corner/Side Table,Cabinet/Shelf/Desk
8717,733c019e-783f-40dc-a080-b7fca7ed34c5,TV Stand,Cabinet/Shelf/Desk
8718,734359ee-98d2-4f0d-804e-5483a2099667,Three-Seat / Multi-seat Sofa,Sofa
8719,7346bc8a-577f-4d5f-a1a1-497a2b5cd7f3,Corner/Side Table,Cabinet/Shelf/Desk
8720,734721b2-0891-452d-b982-51d62f9d7714,TV Stand,Cabinet/Shelf/Desk
8721,734b2469-ff27-4288-8bde-f9561bae1370,Single bed,Bed
8722,734b51e5-c646-492b-abaa-98b11e792333,Children Cabinet,Cabinet/Shelf/Desk
8723,7351fd9d-f9f4-4f89-8423-04ddafc44fae,armchair,Sofa
8724,73551f89-a575-4ce4-99e2-8ab0daf8d978,Shelf,Cabinet/Shelf/Desk
8725,7356e24d-df61-4f4e-aec6-c3d10ad0384b,Barstool,Chair
8726,735e086d-d4ca-4605-9567-a04bd9e9400c,Nightstand,Cabinet/Shelf/Desk
8727,73654786-5a58-4c6b-b793-490441200233,Nightstand,Cabinet/Shelf/Desk
8728,73691d26-2249-4c48-ae64-454b184fcf4e,L-shaped Sofa,Sofa
8729,736991a1-1b1f-45a7-b185-4a7227695403,Lounge Chair / Book-chair / Computer Chair,Chair
8730,736b0e6d-de6e-4045-91b8-b843ebee33b3,Three-Seat / Multi-seat Sofa,Sofa
8731,736cbe37-d1ce-4e9c-bb3f-fa785c969a30,Children Cabinet,Cabinet/Shelf/Desk
8732,736eb459-c78a-3cf2-a067-cd464ba4dd45,Barstool,Chair
8733,73705b42-5148-48f0-89ae-085a02d13339,Desk,Table
8734,73709c5d-4003-4701-ae00-b1548c451d44,,Others
8735,737200e6-f598-4510-811c-a15d6246b3cd,Wine Cabinet,Cabinet/Shelf/Desk
8736,73728248-41b4-4c99-a172-abd2ff1a35a2,Dining Chair,Chair
8737,73772154-511f-4072-9054-e53e44df02aa,,Others
8738,737c5b12-3df8-4224-b200-c447b1daa811,Loveseat Sofa,Sofa
8739,737e10df-4083-4f63-9d0d-9a78f138be46,Corner/Side Table,Cabinet/Shelf/Desk
8740,738863fd-155e-415e-80a5-45b17e2c3cf2,TV Stand,Cabinet/Shelf/Desk
8741,7388a66a-0ef2-4c30-9274-24f575fa4931,Coffee Table,Cabinet/Shelf/Desk
8742,738c665a-6987-4fb6-8e0b-160d82455944,,Others
8743,738c7db8-7ce4-4b53-b9ef-bbf32be790c4,Footstool / Sofastool / Bed End Stool / Stool,Pier/Stool
8744,7392ab7f-3f6d-4d66-a971-55f4c934055b,,Others
8745,73986b37-162b-4e1d-a9ab-fdf725872136,Wardrobe,Cabinet/Shelf/Desk
8746,73990f52-832d-4551-9188-3954ff3704a8,Single bed,Bed
8747,739c7124-caa4-422c-933a-ac48041076ae,,Others
8748,739fb8ae-e4ed-4d30-a049-44c835a6d49f,Dressing Table,Table
8749,73a7f22c-04d3-48e3-a0dc-ed78880cbc10,Ceiling Lamp,Lighting
8750,73a85910-2860-49b2-b00b-2ee02d05884c,Lazy Sofa,Sofa
8751,73b20377-3d6f-4218-80db-7c4cfc9be138,Three-Seat / Multi-seat Sofa,Sofa
8752,73b31642-d004-451f-9286-9ad5a26554f2,Wine Cabinet,Cabinet/Shelf/Desk
8753,73b36343-ec3c-42df-a333-3bffe9dd0418,,Others
8754,73b4da01-b6df-46e4-b968-5cad01cb0b8f,Pendant Lamp,Lighting
8755,73b5adb7-49ea-449c-829d-5b5319df28db,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
8756,73bd5cf2-aafd-4cd8-87cd-585024e40df6,Sideboard / Side Cabinet / Console Table,Cabinet/Shelf/Desk
8757,73bffbd5-74a1-3efd-87d4-a8f0c0b7ac1d,Lounge Chair / Cafe Chair / Office Chair,Chair
8758,73c0f57c-5cb7-4440-8d59-6dee85f358de,Nightstand,Cabinet/Shelf/Desk
8759,73cece60-a178-4ae6-aab6-6d372548be7a,,Others
8760,73d48d2c-97d1-4cf0-997e-8d178235c237,Children Cabinet,Cabinet/Shelf/Desk
8761,73d6f8a3-87b9-47a7-a5e8-398e11baa379,Three-Seat / Multi-seat Sofa,Sofa
8762,73d76c19-2e12-4efd-a0f3-7ffe054b881d,Coffee Table,Cabinet/Shelf/Desk
8763,73dfa548-b7af-4b1c-85e6-53769ccf9bff,Ceiling Lamp,Lighting
8764,73dfcc36-ab85-45e8-9063-bc1c4bba7aac,Ceiling Lamp,Lighting
8765,73e0bfc9-ccc7-435a-bf6b-c456799853c6,Three-Seat / Multi-seat Sofa,Sofa
8766,73e26837-de01-4e9d-96d2-56ad16d747af,Lounge Chair / Book-chair / Computer Chair,Chair
8767,73e4accc-bc12-413c-9226-10a3389d0544,Wine Cooler,Cabinet/Shelf/Desk
8768,73e50af2-bcfb-4bb3-8693-c843d88ab5c6,Tea Table,Cabinet/Shelf/Desk
8769,73e85e57-b389-494b-81dc-5827c238cb1b,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8770,73f0f55c-4c6c-4931-9425-98e2cd2923bb,Lounge Chair / Cafe Chair / Office Chair,Chair
8771,73f40afe-b449-43b6-9428-9af7fdc6b466,Single bed,Bed
8772,73f747d5-d635-4d0b-a098-03ce859c54ce,Single bed,Bed
8773,7400940b-2129-43d9-ab09-74c3d83adc97,Pendant Lamp,Lighting
8774,7412a2b4-7864-4666-a19e-25cf6e30cf82,Shelf,Cabinet/Shelf/Desk
8775,7414a5f9-4596-4d60-a90f-3f5f4dac5e3b,Corner/Side Table,Cabinet/Shelf/Desk
8776,7417b92e-19c4-496f-9ae6-7c772df8cac1,,Others
8777,7423e139-439d-4675-87ad-0a9221cd03f8,Coffee Table,Cabinet/Shelf/Desk
8778,742b733d-785e-4a37-a98e-7cc1d207fc59,Corner/Side Table,Cabinet/Shelf/Desk
8779,742e05fe-6602-41b3-a17d-663411244c5e,armchair,Sofa
8780,742e82eb-83e0-40e1-8cf1-f445ad831703,L-shaped Sofa,Sofa
8781,742fc623-9841-304d-abde-52bc600a0311,Dining Table,Table
8782,743266c4-7096-41e7-b812-82310c4ee393,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
8783,74334eea-8e8d-435e-884b-90aa58af8dfb,Dining Chair,Chair
8784,7433841a-3318-4051-ac89-33066de730e2,Round End Table,Cabinet/Shelf/Desk
8785,74345089-2a96-44e0-9da1-b640fb6f7f5d,Dining Table,Table
8786,7437b7b3-dae3-4e6b-9c23-aafe85beda87,Three-Seat / Multi-seat Sofa,Sofa
8787,743d8e1d-69b5-4b6a-9fd6-03a1352f5e51,Single bed,Bed
8788,7444ccb3-989a-485f-a0ac-f9702fcb79f3,Lounge Chair / Cafe Chair / Office Chair,Chair
8789,74453db2-5c20-402f-8c82-3ca3c3173c07,Bookcase / jewelry Armoire,Cabinet/Shelf/Desk
8790,7445b1b0-ce5d-4dac-9665-6e1211d7d454,Wardrobe,Cabinet/Shelf/Desk
8791,744af784-3b62-4cb4-bba9-87d5e3650fdf,Wardrobe,Cabinet/Shelf/Desk
8792,7453f882-8e70-4208-9454-bb15e3ba76e8,Pendant Lamp,Lighting
8793,745becf8-704d-40fa-bf25-b434a44f385d,Pendant Lamp,Lighting
8794,745d57f8-2c5d-407a-b485-d054b9a543ad,Three-Seat / Multi-seat Sofa,Sofa
8795,7469de80-fe4a-4443-a742-a01607de8471,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8796,746ed690-8f1c-4495-9489-ece2295a3b07,,Others
8797,746f9f7e-b54a-4607-a3bf-07c91a397eb2,Barstool,Chair
8798,747d8698-8c32-460e-911c-3dc8a1d3c988,Barstool,Chair
8799,747f89ae-5054-4c60-a8a9-5745cae6509a,,Others
8800,748112f7-945f-4d03-bac9-95afd7031c5b,Three-Seat / Multi-seat Sofa,Sofa
8801,7483a008-3beb-49a8-8ef5-50240e866199,Lounge Chair / Book-chair / Computer Chair,Chair
8802,74859a50-43a7-4e9b-8050-4d8cb7292dd5,Single bed,Bed
8803,748816f1-3ae4-3481-a977-18e1511c1c33,Loveseat Sofa,Sofa
8804,74897c09-e0cb-4746-a1f1-bd8061bf4611,TV Stand,Cabinet/Shelf/Desk
8805,748ef8d9-1b29-4bde-b8bb-41ec47ee38d4,Bed Frame,Bed
8806,74945ddc-5a90-48d1-a658-7799ade4b206,Three-Seat / Multi-seat Sofa,Sofa
8807,7495ba4c-14e0-4f29-a864-6564524e8afa,Drawer Chest / Corner cabinet,Cabinet/Shelf/Desk
8808,7495d339-f90a-4773-9fd0-3e4b857ce9b3,King-size Bed,Bed
8809,7496d387-d436-341a-9f14-eee699ad10ba,Dining Table,Table
8810,749e447b-24fa-43a3-8a9d-c6b808c98b2d,,Others
